candidato,votos,porcentaje,nivel,region,distrito,comuna
HAROLD MAYNE-NICHOLLS SECUL,23,0.44,comuna,DE ÑUBLE,DISTRITO 19,RANQUIL
FRANCO PARISI FERNANDEZ,9801,23.19,comuna,DE ÑUBLE,DISTRITO 19,SAN CARLOS
JEANNETTE JARA ROMAN,7158,16.939999999999998,comuna,DE ÑUBLE,DISTRITO 19,SAN CARLOS
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,427,1.01,comuna,DE ÑUBLE,DISTRITO 19,SAN CARLOS
JOHANNES KAISER BARENTS-VON HOHENHAGEN,6695,15.84,comuna,DE ÑUBLE,DISTRITO 19,SAN CARLOS
JOSE ANTONIO KAST RIST,13839,32.74,comuna,DE ÑUBLE,DISTRITO 19,SAN CARLOS
EDUARDO ANTONIO ARTES BRICHETTI,245,0.58,comuna,DE ÑUBLE,DISTRITO 19,SAN CARLOS
EVELYN MATTHEI FORNET,3820,9.04,comuna,DE ÑUBLE,DISTRITO 19,SAN CARLOS
HAROLD MAYNE-NICHOLLS SECUL,281,0.6599999999999999,comuna,DE ÑUBLE,DISTRITO 19,SAN CARLOS
FRANCO PARISI FERNANDEZ,952,22.23,comuna,DE ÑUBLE,DISTRITO 19,SAN FABIAN
JEANNETTE JARA ROMAN,845,19.73,comuna,DE ÑUBLE,DISTRITO 19,SAN FABIAN
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,51,1.1900000000000002,comuna,DE ÑUBLE,DISTRITO 19,SAN FABIAN
JOHANNES KAISER BARENTS-VON HOHENHAGEN,694,16.2,comuna,DE ÑUBLE,DISTRITO 19,SAN FABIAN
JOSE ANTONIO KAST RIST,1277,29.82,comuna,DE ÑUBLE,DISTRITO 19,SAN FABIAN
EDUARDO ANTONIO ARTES BRICHETTI,23,0.54,comuna,DE ÑUBLE,DISTRITO 19,SAN FABIAN
EVELYN MATTHEI FORNET,399,9.32,comuna,DE ÑUBLE,DISTRITO 19,SAN FABIAN
HAROLD MAYNE-NICHOLLS SECUL,42,0.98,comuna,DE ÑUBLE,DISTRITO 19,SAN FABIAN
FRANCO PARISI FERNANDEZ,2899,21.17,comuna,DE ÑUBLE,DISTRITO 19,SAN IGNACIO
JEANNETTE JARA ROMAN,1901,13.88,comuna,DE ÑUBLE,DISTRITO 19,SAN IGNACIO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,160,1.1700000000000002,comuna,DE ÑUBLE,DISTRITO 19,SAN IGNACIO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2311,16.87,comuna,DE ÑUBLE,DISTRITO 19,SAN IGNACIO
JOSE ANTONIO KAST RIST,5080,37.09,comuna,DE ÑUBLE,DISTRITO 19,SAN IGNACIO
EDUARDO ANTONIO ARTES BRICHETTI,62,0.45,comuna,DE ÑUBLE,DISTRITO 19,SAN IGNACIO
EVELYN MATTHEI FORNET,1207,8.81,comuna,DE ÑUBLE,DISTRITO 19,SAN IGNACIO
HAROLD MAYNE-NICHOLLS SECUL,76,0.55,comuna,DE ÑUBLE,DISTRITO 19,SAN IGNACIO
FRANCO PARISI FERNANDEZ,2775,23.17,comuna,DE ÑUBLE,DISTRITO 19,SAN NICOLAS
JEANNETTE JARA ROMAN,2190,18.279999999999998,comuna,DE ÑUBLE,DISTRITO 19,SAN NICOLAS
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,111,0.93,comuna,DE ÑUBLE,DISTRITO 19,SAN NICOLAS
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1702,14.209999999999999,comuna,DE ÑUBLE,DISTRITO 19,SAN NICOLAS
JOSE ANTONIO KAST RIST,4005,33.43,comuna,DE ÑUBLE,DISTRITO 19,SAN NICOLAS
EDUARDO ANTONIO ARTES BRICHETTI,53,0.44,comuna,DE ÑUBLE,DISTRITO 19,SAN NICOLAS
EVELYN MATTHEI FORNET,1062,8.870000000000001,comuna,DE ÑUBLE,DISTRITO 19,SAN NICOLAS
HAROLD MAYNE-NICHOLLS SECUL,81,0.6799999999999999,comuna,DE ÑUBLE,DISTRITO 19,SAN NICOLAS
FRANCO PARISI FERNANDEZ,1270,24.71,comuna,DE ÑUBLE,DISTRITO 19,TREHUACO
JEANNETTE JARA ROMAN,842,16.38,comuna,DE ÑUBLE,DISTRITO 19,TREHUACO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,56,1.09,comuna,DE ÑUBLE,DISTRITO 19,TREHUACO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,555,10.8,comuna,DE ÑUBLE,DISTRITO 19,TREHUACO
JOSE ANTONIO KAST RIST,1989,38.7,comuna,DE ÑUBLE,DISTRITO 19,TREHUACO
EDUARDO ANTONIO ARTES BRICHETTI,26,0.51,comuna,DE ÑUBLE,DISTRITO 19,TREHUACO
EVELYN MATTHEI FORNET,374,7.28,comuna,DE ÑUBLE,DISTRITO 19,TREHUACO
HAROLD MAYNE-NICHOLLS SECUL,27,0.53,comuna,DE ÑUBLE,DISTRITO 19,TREHUACO
FRANCO PARISI FERNANDEZ,4158,27.68,comuna,DE ÑUBLE,DISTRITO 19,YUNGAY
JEANNETTE JARA ROMAN,3259,21.7,comuna,DE ÑUBLE,DISTRITO 19,YUNGAY
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,158,1.05,comuna,DE ÑUBLE,DISTRITO 19,YUNGAY
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2135,14.219999999999999,comuna,DE ÑUBLE,DISTRITO 19,YUNGAY
JOSE ANTONIO KAST RIST,3908,26.02,comuna,DE ÑUBLE,DISTRITO 19,YUNGAY
EDUARDO ANTONIO ARTES BRICHETTI,70,0.47000000000000003,comuna,DE ÑUBLE,DISTRITO 19,YUNGAY
EVELYN MATTHEI FORNET,1234,8.219999999999999,comuna,DE ÑUBLE,DISTRITO 19,YUNGAY
HAROLD MAYNE-NICHOLLS SECUL,97,0.65,comuna,DE ÑUBLE,DISTRITO 19,YUNGAY
FRANCO PARISI FERNANDEZ,294422,25.09,region,DEL BIOBIO,NA,NA
JEANNETTE JARA ROMAN,258948,22.07,region,DEL BIOBIO,NA,NA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,12745,1.09,region,DEL BIOBIO,NA,NA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,155714,13.27,region,DEL BIOBIO,NA,NA
JOSE ANTONIO KAST RIST,317904,27.09,region,DEL BIOBIO,NA,NA
EDUARDO ANTONIO ARTES BRICHETTI,7460,0.64,region,DEL BIOBIO,NA,NA
EVELYN MATTHEI FORNET,113818,9.7,region,DEL BIOBIO,NA,NA
HAROLD MAYNE-NICHOLLS SECUL,12539,1.07,region,DEL BIOBIO,NA,NA
FRANCO PARISI FERNANDEZ,13706,22.630000000000003,comuna,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE
JEANNETTE JARA ROMAN,16292,26.9,comuna,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,724,1.2,comuna,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE
JOHANNES KAISER BARENTS-VON HOHENHAGEN,7380,12.19,comuna,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE
JOSE ANTONIO KAST RIST,13799,22.79,comuna,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE
EDUARDO ANTONIO ARTES BRICHETTI,446,0.74,comuna,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE
EVELYN MATTHEI FORNET,7331,12.11,comuna,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE
HAROLD MAYNE-NICHOLLS SECUL,876,1.45,comuna,DEL BIOBIO,DISTRITO 20,CHIGUAYANTE
FRANCO PARISI FERNANDEZ,27218,16.419999999999998,comuna,DEL BIOBIO,DISTRITO 20,CONCEPCION
JEANNETTE JARA ROMAN,46407,28,comuna,DEL BIOBIO,DISTRITO 20,CONCEPCION
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,1714,1.03,comuna,DEL BIOBIO,DISTRITO 20,CONCEPCION
JOHANNES KAISER BARENTS-VON HOHENHAGEN,22092,13.33,comuna,DEL BIOBIO,DISTRITO 20,CONCEPCION
JOSE ANTONIO KAST RIST,40142,24.22,comuna,DEL BIOBIO,DISTRITO 20,CONCEPCION
EDUARDO ANTONIO ARTES BRICHETTI,1539,0.93,comuna,DEL BIOBIO,DISTRITO 20,CONCEPCION
EVELYN MATTHEI FORNET,24048,14.51,comuna,DEL BIOBIO,DISTRITO 20,CONCEPCION
HAROLD MAYNE-NICHOLLS SECUL,2607,1.57,comuna,DEL BIOBIO,DISTRITO 20,CONCEPCION
FRANCO PARISI FERNANDEZ,25362,31.130000000000003,comuna,DEL BIOBIO,DISTRITO 20,CORONEL
JEANNETTE JARA ROMAN,19127,23.479999999999997,comuna,DEL BIOBIO,DISTRITO 20,CORONEL
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,957,1.1700000000000002,comuna,DEL BIOBIO,DISTRITO 20,CORONEL
JOHANNES KAISER BARENTS-VON HOHENHAGEN,9533,11.7,comuna,DEL BIOBIO,DISTRITO 20,CORONEL
JOSE ANTONIO KAST RIST,19864,24.38,comuna,DEL BIOBIO,DISTRITO 20,CORONEL
EDUARDO ANTONIO ARTES BRICHETTI,492,0.6,comuna,DEL BIOBIO,DISTRITO 20,CORONEL
EVELYN MATTHEI FORNET,5427,6.659999999999999,comuna,DEL BIOBIO,DISTRITO 20,CORONEL
HAROLD MAYNE-NICHOLLS SECUL,707,0.8700000000000001,comuna,DEL BIOBIO,DISTRITO 20,CORONEL
FRANCO PARISI FERNANDEZ,2443,24.259999999999998,comuna,DEL BIOBIO,DISTRITO 20,FLORIDA
JEANNETTE JARA ROMAN,1667,16.56,comuna,DEL BIOBIO,DISTRITO 20,FLORIDA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,132,1.31,comuna,DEL BIOBIO,DISTRITO 20,FLORIDA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1424,14.139999999999999,comuna,DEL BIOBIO,DISTRITO 20,FLORIDA
JOSE ANTONIO KAST RIST,3331,33.09,comuna,DEL BIOBIO,DISTRITO 20,FLORIDA
EDUARDO ANTONIO ARTES BRICHETTI,65,0.65,comuna,DEL BIOBIO,DISTRITO 20,FLORIDA
EVELYN MATTHEI FORNET,933,9.27,comuna,DEL BIOBIO,DISTRITO 20,FLORIDA
HAROLD MAYNE-NICHOLLS SECUL,73,0.73,comuna,DEL BIOBIO,DISTRITO 20,FLORIDA
FRANCO PARISI FERNANDEZ,16293,24.07,comuna,DEL BIOBIO,DISTRITO 20,HUALPEN
JEANNETTE JARA ROMAN,18265,26.99,comuna,DEL BIOBIO,DISTRITO 20,HUALPEN
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,855,1.26,comuna,DEL BIOBIO,DISTRITO 20,HUALPEN
JOHANNES KAISER BARENTS-VON HOHENHAGEN,8717,12.88,comuna,DEL BIOBIO,DISTRITO 20,HUALPEN
JOSE ANTONIO KAST RIST,15253,22.54,comuna,DEL BIOBIO,DISTRITO 20,HUALPEN
EDUARDO ANTONIO ARTES BRICHETTI,501,0.74,comuna,DEL BIOBIO,DISTRITO 20,HUALPEN
EVELYN MATTHEI FORNET,6956,10.28,comuna,DEL BIOBIO,DISTRITO 20,HUALPEN
HAROLD MAYNE-NICHOLLS SECUL,843,1.25,comuna,DEL BIOBIO,DISTRITO 20,HUALPEN
FRANCO PARISI FERNANDEZ,6257,32.63,comuna,DEL BIOBIO,DISTRITO 20,HUALQUI
JEANNETTE JARA ROMAN,3764,19.630000000000003,comuna,DEL BIOBIO,DISTRITO 20,HUALQUI
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,243,1.27,comuna,DEL BIOBIO,DISTRITO 20,HUALQUI
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2207,11.51,comuna,DEL BIOBIO,DISTRITO 20,HUALQUI
JOSE ANTONIO KAST RIST,4881,25.45,comuna,DEL BIOBIO,DISTRITO 20,HUALQUI
EDUARDO ANTONIO ARTES BRICHETTI,125,0.65,comuna,DEL BIOBIO,DISTRITO 20,HUALQUI
EVELYN MATTHEI FORNET,1549,8.08,comuna,DEL BIOBIO,DISTRITO 20,HUALQUI
HAROLD MAYNE-NICHOLLS SECUL,152,0.7899999999999999,comuna,DEL BIOBIO,DISTRITO 20,HUALQUI
FRANCO PARISI FERNANDEZ,10045,26.74,comuna,DEL BIOBIO,DISTRITO 20,PENCO
JEANNETTE JARA ROMAN,10214,27.19,comuna,DEL BIOBIO,DISTRITO 20,PENCO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,438,1.1700000000000002,comuna,DEL BIOBIO,DISTRITO 20,PENCO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,4324,11.51,comuna,DEL BIOBIO,DISTRITO 20,PENCO
JOSE ANTONIO KAST RIST,8307,22.110000000000003,comuna,DEL BIOBIO,DISTRITO 20,PENCO
EDUARDO ANTONIO ARTES BRICHETTI,305,0.81,comuna,DEL BIOBIO,DISTRITO 20,PENCO
EVELYN MATTHEI FORNET,3534,9.41,comuna,DEL BIOBIO,DISTRITO 20,PENCO
HAROLD MAYNE-NICHOLLS SECUL,399,1.06,comuna,DEL BIOBIO,DISTRITO 20,PENCO
FRANCO PARISI FERNANDEZ,21397,23.49,comuna,DEL BIOBIO,DISTRITO 20,SAN PEDRO DE LA PAZ
JEANNETTE JARA ROMAN,20227,22.2,comuna,DEL BIOBIO,DISTRITO 20,SAN PEDRO DE LA PAZ
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,918,1.01,comuna,DEL BIOBIO,DISTRITO 20,SAN PEDRO DE LA PAZ
JOHANNES KAISER BARENTS-VON HOHENHAGEN,11442,12.56,comuna,DEL BIOBIO,DISTRITO 20,SAN PEDRO DE LA PAZ
JOSE ANTONIO KAST RIST,22682,24.9,comuna,DEL BIOBIO,DISTRITO 20,SAN PEDRO DE LA PAZ
EDUARDO ANTONIO ARTES BRICHETTI,609,0.6699999999999999,comuna,DEL BIOBIO,DISTRITO 20,SAN PEDRO DE LA PAZ
EVELYN MATTHEI FORNET,12507,13.729999999999999,comuna,DEL BIOBIO,DISTRITO 20,SAN PEDRO DE LA PAZ
HAROLD MAYNE-NICHOLLS SECUL,1323,1.45,comuna,DEL BIOBIO,DISTRITO 20,SAN PEDRO DE LA PAZ
FRANCO PARISI FERNANDEZ,3082,25.830000000000002,comuna,DEL BIOBIO,DISTRITO 20,SANTA JUANA
JEANNETTE JARA ROMAN,2044,17.130000000000003,comuna,DEL BIOBIO,DISTRITO 20,SANTA JUANA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,125,1.05,comuna,DEL BIOBIO,DISTRITO 20,SANTA JUANA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1411,11.83,comuna,DEL BIOBIO,DISTRITO 20,SANTA JUANA
JOSE ANTONIO KAST RIST,4196,35.17,comuna,DEL BIOBIO,DISTRITO 20,SANTA JUANA
EDUARDO ANTONIO ARTES BRICHETTI,75,0.63,comuna,DEL BIOBIO,DISTRITO 20,SANTA JUANA
EVELYN MATTHEI FORNET,907,7.6,comuna,DEL BIOBIO,DISTRITO 20,SANTA JUANA
HAROLD MAYNE-NICHOLLS SECUL,92,0.77,comuna,DEL BIOBIO,DISTRITO 20,SANTA JUANA
FRANCO PARISI FERNANDEZ,26071,24.01,comuna,DEL BIOBIO,DISTRITO 20,TALCAHUANO
JEANNETTE JARA ROMAN,26575,24.47,comuna,DEL BIOBIO,DISTRITO 20,TALCAHUANO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,1217,1.12,comuna,DEL BIOBIO,DISTRITO 20,TALCAHUANO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,15851,14.6,comuna,DEL BIOBIO,DISTRITO 20,TALCAHUANO
JOSE ANTONIO KAST RIST,25338,23.330000000000002,comuna,DEL BIOBIO,DISTRITO 20,TALCAHUANO
EDUARDO ANTONIO ARTES BRICHETTI,781,0.72,comuna,DEL BIOBIO,DISTRITO 20,TALCAHUANO
EVELYN MATTHEI FORNET,11261,10.370000000000001,comuna,DEL BIOBIO,DISTRITO 20,TALCAHUANO
HAROLD MAYNE-NICHOLLS SECUL,1490,1.37,comuna,DEL BIOBIO,DISTRITO 20,TALCAHUANO
FRANCO PARISI FERNANDEZ,10129,23.330000000000002,comuna,DEL BIOBIO,DISTRITO 20,TOME
JEANNETTE JARA ROMAN,10951,25.22,comuna,DEL BIOBIO,DISTRITO 20,TOME
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,492,1.1300000000000001,comuna,DEL BIOBIO,DISTRITO 20,TOME
JOHANNES KAISER BARENTS-VON HOHENHAGEN,6110,14.07,comuna,DEL BIOBIO,DISTRITO 20,TOME
JOSE ANTONIO KAST RIST,11241,25.89,comuna,DEL BIOBIO,DISTRITO 20,TOME
EDUARDO ANTONIO ARTES BRICHETTI,291,0.6699999999999999,comuna,DEL BIOBIO,DISTRITO 20,TOME
EVELYN MATTHEI FORNET,3787,8.719999999999999,comuna,DEL BIOBIO,DISTRITO 20,TOME
HAROLD MAYNE-NICHOLLS SECUL,415,0.96,comuna,DEL BIOBIO,DISTRITO 20,TOME
FRANCO PARISI FERNANDEZ,1863,40.309999999999995,comuna,DEL BIOBIO,DISTRITO 21,ALTO BIOBIO
JEANNETTE JARA ROMAN,746,16.14,comuna,DEL BIOBIO,DISTRITO 21,ALTO BIOBIO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,96,2.08,comuna,DEL BIOBIO,DISTRITO 21,ALTO BIOBIO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,393,8.5,comuna,DEL BIOBIO,DISTRITO 21,ALTO BIOBIO
JOSE ANTONIO KAST RIST,1303,28.19,comuna,DEL BIOBIO,DISTRITO 21,ALTO BIOBIO
EDUARDO ANTONIO ARTES BRICHETTI,19,0.41000000000000003,comuna,DEL BIOBIO,DISTRITO 21,ALTO BIOBIO
EVELYN MATTHEI FORNET,188,4.07,comuna,DEL BIOBIO,DISTRITO 21,ALTO BIOBIO
HAROLD MAYNE-NICHOLLS SECUL,14,0.3,comuna,DEL BIOBIO,DISTRITO 21,ALTO BIOBIO
FRANCO PARISI FERNANDEZ,967,26.330000000000002,comuna,DEL BIOBIO,DISTRITO 21,ANTUCO
JEANNETTE JARA ROMAN,743,20.23,comuna,DEL BIOBIO,DISTRITO 21,ANTUCO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,32,0.8700000000000001,comuna,DEL BIOBIO,DISTRITO 21,ANTUCO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,556,15.139999999999999,comuna,DEL BIOBIO,DISTRITO 21,ANTUCO
JOSE ANTONIO KAST RIST,1070,29.14,comuna,DEL BIOBIO,DISTRITO 21,ANTUCO
EDUARDO ANTONIO ARTES BRICHETTI,14,0.38,comuna,DEL BIOBIO,DISTRITO 21,ANTUCO
EVELYN MATTHEI FORNET,269,7.33,comuna,DEL BIOBIO,DISTRITO 21,ANTUCO
HAROLD MAYNE-NICHOLLS SECUL,21,0.5700000000000001,comuna,DEL BIOBIO,DISTRITO 21,ANTUCO
FRANCO PARISI FERNANDEZ,8072,28.51,comuna,DEL BIOBIO,DISTRITO 21,ARAUCO
JEANNETTE JARA ROMAN,5508,19.459999999999997,comuna,DEL BIOBIO,DISTRITO 21,ARAUCO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,297,1.05,comuna,DEL BIOBIO,DISTRITO 21,ARAUCO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,3263,11.53,comuna,DEL BIOBIO,DISTRITO 21,ARAUCO
JOSE ANTONIO KAST RIST,8661,30.59,comuna,DEL BIOBIO,DISTRITO 21,ARAUCO
EDUARDO ANTONIO ARTES BRICHETTI,149,0.53,comuna,DEL BIOBIO,DISTRITO 21,ARAUCO
EVELYN MATTHEI FORNET,2161,7.63,comuna,DEL BIOBIO,DISTRITO 21,ARAUCO
HAROLD MAYNE-NICHOLLS SECUL,200,0.71,comuna,DEL BIOBIO,DISTRITO 21,ARAUCO
FRANCO PARISI FERNANDEZ,7785,32.36,comuna,DEL BIOBIO,DISTRITO 21,CABRERO
JEANNETTE JARA ROMAN,3545,14.739999999999998,comuna,DEL BIOBIO,DISTRITO 21,CABRERO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,234,0.97,comuna,DEL BIOBIO,DISTRITO 21,CABRERO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,3393,14.1,comuna,DEL BIOBIO,DISTRITO 21,CABRERO
JOSE ANTONIO KAST RIST,7139,29.67,comuna,DEL BIOBIO,DISTRITO 21,CABRERO
EDUARDO ANTONIO ARTES BRICHETTI,97,0.4,comuna,DEL BIOBIO,DISTRITO 21,CABRERO
EVELYN MATTHEI FORNET,1702,7.07,comuna,DEL BIOBIO,DISTRITO 21,CABRERO
HAROLD MAYNE-NICHOLLS SECUL,163,0.6799999999999999,comuna,DEL BIOBIO,DISTRITO 21,CABRERO
FRANCO PARISI FERNANDEZ,5890,22.86,comuna,DEL BIOBIO,DISTRITO 21,CAÑETE
JEANNETTE JARA ROMAN,4694,18.22,comuna,DEL BIOBIO,DISTRITO 21,CAÑETE
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,311,1.21,comuna,DEL BIOBIO,DISTRITO 21,CAÑETE
JOHANNES KAISER BARENTS-VON HOHENHAGEN,3314,12.860000000000001,comuna,DEL BIOBIO,DISTRITO 21,CAÑETE
JOSE ANTONIO KAST RIST,9486,36.809999999999995,comuna,DEL BIOBIO,DISTRITO 21,CAÑETE
EDUARDO ANTONIO ARTES BRICHETTI,161,0.62,comuna,DEL BIOBIO,DISTRITO 21,CAÑETE
EVELYN MATTHEI FORNET,1750,6.79,comuna,DEL BIOBIO,DISTRITO 21,CAÑETE
HAROLD MAYNE-NICHOLLS SECUL,163,0.63,comuna,DEL BIOBIO,DISTRITO 21,CAÑETE
FRANCO PARISI FERNANDEZ,969,19.55,comuna,DEL BIOBIO,DISTRITO 21,CONTULMO
JEANNETTE JARA ROMAN,906,18.279999999999998,comuna,DEL BIOBIO,DISTRITO 21,CONTULMO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,39,0.7899999999999999,comuna,DEL BIOBIO,DISTRITO 21,CONTULMO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,609,12.29,comuna,DEL BIOBIO,DISTRITO 21,CONTULMO
JOSE ANTONIO KAST RIST,2110,42.57,comuna,DEL BIOBIO,DISTRITO 21,CONTULMO
EDUARDO ANTONIO ARTES BRICHETTI,26,0.52,comuna,DEL BIOBIO,DISTRITO 21,CONTULMO
EVELYN MATTHEI FORNET,268,5.41,comuna,DEL BIOBIO,DISTRITO 21,CONTULMO
HAROLD MAYNE-NICHOLLS SECUL,30,0.61,comuna,DEL BIOBIO,DISTRITO 21,CONTULMO
FRANCO PARISI FERNANDEZ,7771,31.19,comuna,DEL BIOBIO,DISTRITO 21,CURANILAHUE
JEANNETTE JARA ROMAN,5280,21.19,comuna,DEL BIOBIO,DISTRITO 21,CURANILAHUE
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,264,1.06,comuna,DEL BIOBIO,DISTRITO 21,CURANILAHUE
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2696,10.82,comuna,DEL BIOBIO,DISTRITO 21,CURANILAHUE
JOSE ANTONIO KAST RIST,7154,28.71,comuna,DEL BIOBIO,DISTRITO 21,CURANILAHUE
EDUARDO ANTONIO ARTES BRICHETTI,105,0.42000000000000004,comuna,DEL BIOBIO,DISTRITO 21,CURANILAHUE
EVELYN MATTHEI FORNET,1461,5.859999999999999,comuna,DEL BIOBIO,DISTRITO 21,CURANILAHUE
HAROLD MAYNE-NICHOLLS SECUL,183,0.73,comuna,DEL BIOBIO,DISTRITO 21,CURANILAHUE
FRANCO PARISI FERNANDEZ,5806,32.15,comuna,DEL BIOBIO,DISTRITO 21,LAJA
JEANNETTE JARA ROMAN,3275,18.14,comuna,DEL BIOBIO,DISTRITO 21,LAJA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,187,1.04,comuna,DEL BIOBIO,DISTRITO 21,LAJA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2306,12.77,comuna,DEL BIOBIO,DISTRITO 21,LAJA
JOSE ANTONIO KAST RIST,4973,27.54,comuna,DEL BIOBIO,DISTRITO 21,LAJA
EDUARDO ANTONIO ARTES BRICHETTI,80,0.44,comuna,DEL BIOBIO,DISTRITO 21,LAJA
EVELYN MATTHEI FORNET,1308,7.24,comuna,DEL BIOBIO,DISTRITO 21,LAJA
HAROLD MAYNE-NICHOLLS SECUL,123,0.6799999999999999,comuna,DEL BIOBIO,DISTRITO 21,LAJA
FRANCO PARISI FERNANDEZ,4712,25.56,comuna,DEL BIOBIO,DISTRITO 21,LEBU
JEANNETTE JARA ROMAN,3681,19.97,comuna,DEL BIOBIO,DISTRITO 21,LEBU
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,234,1.27,comuna,DEL BIOBIO,DISTRITO 21,LEBU
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2364,12.82,comuna,DEL BIOBIO,DISTRITO 21,LEBU
JOSE ANTONIO KAST RIST,6005,32.57,comuna,DEL BIOBIO,DISTRITO 21,LEBU
EDUARDO ANTONIO ARTES BRICHETTI,118,0.64,comuna,DEL BIOBIO,DISTRITO 21,LEBU
EVELYN MATTHEI FORNET,1176,6.38,comuna,DEL BIOBIO,DISTRITO 21,LEBU
HAROLD MAYNE-NICHOLLS SECUL,147,0.8,comuna,DEL BIOBIO,DISTRITO 21,LEBU
FRANCO PARISI FERNANDEZ,4913,29.25,comuna,DEL BIOBIO,DISTRITO 21,LOS ALAMOS
JEANNETTE JARA ROMAN,2968,17.67,comuna,DEL BIOBIO,DISTRITO 21,LOS ALAMOS
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,193,1.1500000000000001,comuna,DEL BIOBIO,DISTRITO 21,LOS ALAMOS
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2076,12.360000000000001,comuna,DEL BIOBIO,DISTRITO 21,LOS ALAMOS
JOSE ANTONIO KAST RIST,5639,33.58,comuna,DEL BIOBIO,DISTRITO 21,LOS ALAMOS
EDUARDO ANTONIO ARTES BRICHETTI,67,0.4,comuna,DEL BIOBIO,DISTRITO 21,LOS ALAMOS
EVELYN MATTHEI FORNET,846,5.04,comuna,DEL BIOBIO,DISTRITO 21,LOS ALAMOS
HAROLD MAYNE-NICHOLLS SECUL,93,0.55,comuna,DEL BIOBIO,DISTRITO 21,LOS ALAMOS
FRANCO PARISI FERNANDEZ,39547,25.7,comuna,DEL BIOBIO,DISTRITO 21,LOS ANGELES
JEANNETTE JARA ROMAN,22426,14.57,comuna,DEL BIOBIO,DISTRITO 21,LOS ANGELES
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,1322,0.8600000000000001,comuna,DEL BIOBIO,DISTRITO 21,LOS ANGELES
JOHANNES KAISER BARENTS-VON HOHENHAGEN,24800,16.12,comuna,DEL BIOBIO,DISTRITO 21,LOS ANGELES
JOSE ANTONIO KAST RIST,49589,32.230000000000004,comuna,DEL BIOBIO,DISTRITO 21,LOS ANGELES
EDUARDO ANTONIO ARTES BRICHETTI,711,0.46,comuna,DEL BIOBIO,DISTRITO 21,LOS ANGELES
EVELYN MATTHEI FORNET,14074,9.15,comuna,DEL BIOBIO,DISTRITO 21,LOS ANGELES
